전화번호,소재지우편번호,지번주소,도로명주소,도로명우편번호,사업장명,업태구분명,영업장주변구분명,위도_user,경도_user
02  458 4455,143210,서울특별시 광진구 광장동 582 광장힐스테이트상가 S동 21호,"서울특별시 광진구 아차산로 537-17, S동 21호 (광장동, 광장힐스테이트상가)",4983.0,코끼리마트 광장점,기타식품판매업,,37.5433454,127.0997083
,136863,서울특별시 성북구 종암동 88-1 LG하이프라자,"서울특별시 성북구 종암로 102, LG하이프라자 1,  2층 (종암동)",2797.0,레몬플러스마트,기타식품판매업,,37.5993425,127.0346829
02  380 5123,137859,서울특별시 서초구 서초동 1335 지하1층B112호,"서울특별시 서초구 효령로 403, 지하1층 B112호 (서초동)",6630.0,(주)이마트에브리데이 서초그랑자이점,기타식품판매업,,37.4890871,127.0261778
18999900,152828,서울특별시 구로구 고척동 100-7,"서울특별시 구로구 경인로43길 49, 지하2층 (고척동)",8226.0,(주)코스트코 코리아 고척점,기타식품판매업,,37.498346,126.861257
02  447 3433,143804,서울특별시 광진구 광장동 218-1,"서울특별시 광진구 아차산로 552, 지하1층 (광장동, 극동상가)",4971.0,(주)지에스리테일 GS더프레시 광나루점,기타식품판매업,,37.5431583,127.1041888
02  380 5123,135808,서울특별시 강남구 개포동 656-3,"서울특별시 강남구 언주로7길 6, 지하1층 B101호, B105호 (개포동)",6310.0,(주)이마트에브리데이 개포래미안포레스트점,기타식품판매업,,37.477066,127.0554648
02 8168546,156718,서울특별시 동작구 상도동 414 건영아파트 상가동 B101호,"서울특별시 동작구 만양로 26, 상가동 B101호 (상도동,건영아파트)",6918.0,홈플러스 익스프레스 상도2점,기타식품판매업,,37.5071676,126.9497743
0232898002,151718,서울특별시 관악구 봉천동 729-22 롯데백화점,"서울특별시 관악구 봉천로 209 (봉천동, 롯데백화점)",8708.0,롯데쇼핑주식회사 관악점,기타식품판매업,,37.4905756,126.9249911
02 3101042,100011,서울특별시 중구 충무로1가 54 외 1필지,"서울특별시 중구 퇴계로 77 (충무로1가,외 1필지)",4530.0,신세계백화점,기타식품판매업,,37.5611699,126.9825162
0234791042,137713,서울특별시 서초구 반포동 19-3 신세계백화점 지하 1층,"서울특별시 서초구 신반포로 176, 지하 1층 (반포동, 신세계백화점 )",6546.0,신세계백화점 강남점,기타식품판매업,,37.5043637,127.0036211
,137908,서울특별시 서초구 잠원동 70-1 (지하 1층),서울특별시 서초구 잠원로 69 (잠원동),6511.0,(주)이랜드킴스클럽 강남점,기타식품판매업,,37.5102421,127.006883
02 950 2405,139708,서울특별시 노원구 상계동 713 롯데백화점,"서울특별시 노원구 동일로 1414, 롯데백화점 (상계동)",1695.0,롯데쇼핑(주),기타식품판매업,,37.65464559999999,127.0610381
26708010,150899,서울특별시 영등포구 영등포동 618-496,서울특별시 영등포구 경인로 862 (영등포동),7306.0,롯데백화점영등포점,기타식품판매업,,37.5168182,126.9083996
02  32132730,138934,서울특별시 송파구 신천동 29 엔터테인먼트동 지하2층 신선식품,"서울특별시 송파구 올림픽로 300 (신천동, 엔터테인먼트동 지하2층 신선식품)",5551.0,롯데쇼핑(주)롯데마트 월드타워점,기타식품판매업,,37.5131008,127.1034334
02 61161531,157220,서울특별시 강서구 방화동 886 지층,"서울특별시 강서구 하늘길 38, 지층 (방화동)",7505.0,롯데쇼핑)롯데마트김포공항,기타식품판매업,,37.5650592,126.8029919
0237064711,130851,서울특별시 동대문구 전농동 591-53,"서울특별시 동대문구 왕산로 214, 5층 (전농동, 청량리역사)",2555.0,롯데쇼핑(주)롯데마트 청량리점,기타식품판매업,,37.5809769,127.0469926
26391043,150034,서울특별시 영등포구 영등포동4가 434-5,서울특별시 영등포구 영중로 9 (영등포동4가),7305.0,(주)신세계 타임스퀘어점,기타식품판매업,,37.5178903,126.9035759
02  22182500,143758,서울특별시 광진구 자양동 227-342 롯데백화점,"서울특별시 광진구 능동로 92 (자양동, 롯데백화점)",5065.0,롯데백화점건대스타시티점,기타식품판매업,,37.5390185,127.0712074
0221097523,153813,서울특별시 금천구 독산동 295-10 [두산길 18],"서울특별시 금천구 두산로 71 (독산동,[두산길 18])",8524.0,롯데쇼핑(주) 빅(VIC)마켓금천점,기타식품판매업,,37.4705934,126.8957132
02 9581002,130851,서울특별시 동대문구 전농동 591-53,"서울특별시 동대문구 왕산로 214, 지하2층 (전농동)",2555.0,롯데청량리점,기타식품판매업,,37.5809769,127.0469926
02  69602500,153010,서울특별시 금천구 독산동 1155 금천롯데캐슬골드파크3차,"서울특별시 금천구 시흥대로 291, 309동 지하1층 (독산동, 금천롯데캐슬골드파크3차)",8608.0,롯데쇼핑(주)롯데마트 금천점,기타식품판매업,,37.4604657,126.8974181
02 9788991,139-939,"서울특별시 노원구 하계동 271-3 극동,건영,벽산아파트","서울특별시 노원구 섬밭로 229, 지층 (하계동, 극동,건영,벽산아파트)",1776.0,롯데쇼핑(주)롯데수퍼중계점,기타식품판매업,,37.6352779,127.0643203
02  390 2500,100-162,서울특별시 중구 봉래동2가 122-11,서울특별시 중구 한강대로 405 (봉래동2가),4509.0,롯데쇼핑(주)롯데마트 제타플렉스 서울역점,기타식품판매업,,37.5562878,126.9694414
0220972500,122-200,서울특별시 은평구 진관동 63 롯데몰 은평점,"서울특별시 은평구 통일로 1050, 롯데몰 은평점 지하1층 (진관동)",3306.0,롯데쇼핑(주)그랑그로서리 은평점,기타식품판매업,,37.6374333,126.917884
02  22952500,138885,서울특별시 송파구 문정동 150-2 지하2층,"서울특별시 송파구 중대로 80, 지하2층 (문정동)",5833.0,롯데쇼핑(주)롯데마트 송파점,기타식품판매업,,37.4917382,127.1177515
02   7115602,140-111,"서울특별시 용산구 원효로1가 133-3 리첸시아용산 에이동 지하1층(101~111, 126호)","서울특별시 용산구 백범로 341 (원효로1가,리첸시아용산 에이동 지하1층(101~111, 126호))",4315.0,롯데쇼핑(주)롯데슈퍼 원효로점,기타식품판매업,,37.5380381,126.9675825
02  425 5601,138-908,서울특별시 송파구 잠실동 19-8 잠실엘스상가 A동 101~110호,"서울특별시 송파구 올림픽로 111, 지상1층 101~110호 (잠실동, 잠실엘스상가)",5501.0,롯데쇼핑(주)롯데슈퍼 신천점,기타식품판매업,,37.5121478,127.0830199
02  22482500,142100,서울특별시 강북구 미아동 1359,서울특별시 강북구 삼양로 247 (미아동),1110.0,롯데쇼핑(주)롯데마트 삼양점,기타식품판매업,,37.6255737,127.0177184
02  413 5601,138-915,"서울특별시 송파구 잠실동 35-2 트리지움상가 지하1층 126~134호,157~160호","서울특별시 송파구 석촌호수로 61, 지하1층 126~134,157~160호 (잠실동, 트리지움상가 )",5555.0,롯데쇼핑(주)롯데슈퍼잠실3동점,기타식품판매업,,37.5111312,127.0860917
02 4118800,138-915,서울특별시 송파구 잠실동 40-1 롯데마트 지하1층,"서울특별시 송파구 올림픽로 240, 지하1층 (잠실동, 롯데마트)",5554.0,롯데쇼핑(주) 롯데마트 제타플렉스 잠실점,기타식품판매업,,37.5112862,127.0979392
02  706 5601,121-805,서울특별시 마포구 공덕동 467 지하1층 1호,"서울특별시 마포구 마포대로 109 (공덕동, 지하1층 1호)",4146.0,롯데프리미엄 푸드마켓 공덕점,기타식품판매업,,37.5486019,126.9588345
02  459 5601,135-539,서울특별시 강남구 수서동 713 수서현대벤쳐빌,"서울특별시 강남구 밤고개로1길 10, 수서현대벤쳐빌 지하2층 253호,254호 (수서동)",6349.0,롯데쇼핑(주)롯데슈퍼 수서역점,기타식품판매업,,37.4879855,127.1017774
02  22905600,138-926,서울특별시 송파구 장지동 894,"서울특별시 송파구 위례광장로 136, 3동 지하1층 C01~06호 (장지동, 위례아이파크상가)",5852.0,롯데쇼핑(주)롯데슈퍼 위례중앙점,기타식품판매업,,37.476296,127.1421314
02  22025606,138-240,서울특별시 송파구 신천동 17-4 파크리오상가 A동 지하 103~106호,"서울특별시 송파구 올림픽로 435, 지하1층 103~106호 (신천동, 파크리오상가 A동 )",5507.0,롯데쇼핑(주)롯데슈퍼 성내점,기타식품판매업,,37.5205362,127.1061511
21652611,150-038,서울특별시 영등포구 영등포동8가 62-1,서울특별시 영등포구 영중로 125 (영등포동8가),7228.0,롯데쇼핑(주)빅마켓영등포점,기타식품판매업,,37.5283544,126.9053409
02  22905735,135-864,서울특별시 강남구 삼성동 8-2 지하,"서울특별시 강남구 선릉로 660 (삼성동,지하)",6088.0,롯데슈퍼 삼성점,기타식품판매업,,37.51397499999999,127.0561274
02  22325602,100830,서울특별시 중구 신당동 366-126 정은스카이(아) 지하2층,"서울특별시 중구 다산로 56 (신당동,정은스카이(아) 지하2층)",4597.0,롯데쇼핑(주)롯데슈퍼 신당점,기타식품판매업,,37.5494486,127.0077871
02 5856820,137-882,서울특별시 서초구 서초동 1685-8 센트럴프라자 지하1층,"서울특별시 서초구 서초중앙로24길 27, 지하1층 (서초동, 센트럴프라자 지하1층)",6601.0,롯데 프리미엄 푸드마켓 서초점,기타식품판매업,,37.4954055,127.0164657
0220922532,139920,서울특별시 노원구 중계동 361 롯데마트,"서울특별시 노원구 노원로 330, 롯데마트 (중계동)",1746.0,롯데쇼핑(주)롯데마트 중계점,기타식품판매업,,37.646548,127.0710901
02  22035601,138-934,서울특별시 송파구 신천동 7-18 잠실롯데캐슬내 상가지하1층,"서울특별시 송파구 올림픽로 269, 지하1층 (신천동, 잠실롯데캐슬내 상가)",5510.0,롯데 프리미엄 푸드마켓 잠실점,기타식품판매업,,37.5144538,127.1007352
080 500 5060,152862,서울특별시 구로구 구로동 573 NC백화점,"서울특별시 구로구 구로중앙로 152, NC백화점 지하1층 (구로동)",8292.0,(주)이랜드킴스클럽 NC신구로점,기타식품판매업,,37.5011761,126.8828394
02  22905637,137-800,서울특별시 서초구 반포동 2-8 신반포상가 2층 101호,"서울특별시 서초구 신반포로15길 29, 신반포상가 2층 101호 (반포동)",6503.0,롯데쇼핑(주)롯데수퍼 신반포점,기타식품판매업,,37.5054206,126.9945515
0226648484,157-846,서울특별시 강서구 방화동 187-1 외2필지 (1층),"서울특별시 강서구 방화대로34길 83 (방화동,외2필지 (1층))",7597.0,롯데쇼핑(주) 롯데슈퍼방화점,기타식품판매업,,37.5710264,126.8208379
02  34725603,137-907,서울특별시 서초구 잠원동 58-24 지하1층,"서울특별시 서초구 신반포로 257, 지하1층 (잠원동)",6523.0,롯데쇼핑(주) 롯데슈퍼 잠원점,기타식품판매업,,37.5096201,127.0132783
7824581,150-889,서울특별시 영등포구 여의도동 42-1,서울특별시 영등포구 국제금융로 79 (여의도동),7340.0,롯데쇼핑(주)롯데슈퍼여의점,기타식품판매업,,37.5214745,126.9325037
0234914297,132-828,서울특별시 도봉구 방학동 271-2,서울특별시 도봉구 방학로 223 (방학동),1362.0,롯데쇼핑(주)롯데슈퍼 방학점,기타식품판매업,,37.6614315,127.0271504
0222425611,130-835,서울특별시 동대문구 장안동 94-27,"서울특별시 동대문구 한천로46길 42, 101호 (장안동)",2516.0,롯데쇼핑(주)롯데슈퍼장안점,기타식품판매업,,37.5788441,127.0695571
0222487800,130-848,서울특별시 동대문구 전농동 10,"서울특별시 동대문구 사가정로 148, 101호 (전농동, SK아파트상가)",2532.0,롯데쇼핑(주)롯데슈퍼전농점,기타식품판매업,,37.5767081,127.0610668
02  499 3001,143840,서울특별시 광진구 군자동 362-1 동일흥업주식회사,"서울특별시 광진구 군자로 70, 가동 1층 101,102호 (군자동)",5004.0,화양슈퍼,기타식품판매업,,37.5492076,127.0710935
9488484,139-865,서울특별시 노원구 중계동 515-2 정안프라자,"서울특별시 노원구 동일로 1308, 정안프라자 (중계동)",1760.0,롯데쇼핑(주)롯데슈퍼 중계역점,기타식품판매업,,37.6459711,127.06407
,138-829,서울특별시 송파구 방이동 89-12 BNK 올림픽프라자,"서울특별시 송파구 양재대로 1220, 1층 (방이동)",5648.0,롯데쇼핑(주)롯데슈퍼올림픽점,기타식품판매업,,37.5153218,127.1332229
02  422 9003,138-851,서울특별시 송파구 송파동 121-0,서울특별시 송파구 가락로 183 (송파동),5664.0,롯데쇼핑(주)롯데슈퍼송파점,기타식품판매업,,37.5005005,127.1165162
02 9783552,139-800,서울특별시 노원구 공릉동 238-53 공릉빌딩,"서울특별시 노원구 공릉로 144, 공릉빌딩 (공릉동)",1819.0,롯데쇼핑(주)롯데슈퍼공릉점,기타식품판매업,,37.6227575,127.0794776
02  22905703,135-947,서울특별시 강남구 일원동 717 삼성생명 일원동 빌딩,"서울특별시 강남구 일원로 115, 삼성생명 일원동 빌딩 지하1층 B101-1호 (일원동)",6355.0,롯데프리미엄 푸드마켓 일원점,기타식품판매업,,37.4840007,127.0844516
0226645606,157-850,서울특별시 강서구 방화동 533-9,서울특별시 강서구 양천로6길 15 (방화동),7602.0,롯데쇼핑(주) 롯데슈퍼 개화산점,기타식품판매업,,37.5834885,126.8235011
02 7015604,121-810,서울특별시 마포구 대흥동 337-10,서울특별시 마포구 큰우물로 3 (대흥동),4150.0,롯데슈퍼 (마포대흥점),기타식품판매업,,37.545398,126.9402351
02 9341153,139-823,서울특별시 노원구 상계동 651 11단지종합상가,"서울특별시 노원구 동일로 1541, 11단지종합상가 지층 (상계동)",1620.0,롯데쇼핑(주)롯데수퍼상계11점,기타식품판매업,,37.665688,127.0557151
02  22905735,138-800,"서울특별시 송파구 가락동 7 0,2 가동,나동,다동","서울특별시 송파구 오금로36길 8 (가락동, 0,2 가동,나동,다동)",5700.0,롯데쇼핑(주)롯데슈퍼가락점,기타식품판매업,,37.5030358,127.1254128
